脳	brain	brain	brain
悩	trouble	suffer	trouble
厳	stern	severe	strict
鎖	chain	chain	chain
挙	raise	nominate, noteworthy act, raise	raise
誉	reputation	honor	reputation
猟	game hunting	hunting	game-hunting
鳥	bird	bird	bird
鳴	chirp	cry, sound	chirp
鶴	crane	crane	crane
烏	crow		
蔦	vine	Japanese ivy	
鳩	pigeon	pigeon	
鶏	chicken	chicken	chicken
島	island	island	island
暖	warmth	warm	warmth
媛	beautiful woman		princess
援	abet	aid	aid
緩	slacken	slack	slacken
属	belong	belong to 	belong
嘱	entrust	charge with	entrust
偶	accidentally	by chance, couple	accidentally
遇	interview	treat, encounter	interview
愚	foolish	foolish	foolish
隅	corner	nook	corner
逆	inverted	reverse	inverted
塑	model	model	model
岡	mount	hill	hill
鋼	steel	steel	steel
綱	hawser	essential points, rope	hawser
剛	sturdy	tough	sturdy
缶	tin can	can	tin can
陶	pottery	pottery	pottery
揺	swing	shake	swing
謡	noh chanting	popular song	noh chanting
就	concerning	set about	concerning
懇	sociable	earnest, familiar	sociable
墾	groundbreaking	reclaim	ground-breaking
免	excuse	exempt	excuse
逸	deviate / elude	let slip	deviate
晩	nightfall	evening	nightfall
勉	exertion	endeavor	exertion
象	elephant	phenomenon, elephant	elephant
像	statue	image	statue
馬	horse	horse	horse
駒	pony	horse, chessman	horse
験	verification	test	test
騎	equestrian	ride on horseback	equestrian
駐	stop-over / parking	stationed	stop-over
駆	drive	drive	drive
駅	station	station	station
騒	boisterous	clamor	boisterous
駄	burdensome	good for nothing	burdensome
驚	wonder	surprise	wonder
篤	fervent	devoted	fervent
騰	inflation	rise	inflation
虎	tiger	tiger	tiger
虜	captive	captive	captive
膚	skin	skin	skin
虚	void	void, false	void
戯	frolic	sport	frolic
虞	uneasiness	fears	uneasiness
慮	prudence	consider	prudence
劇	drama	drama	drama
虐	tyrannize	cruel	tyrannize
鹿	deer	deer	deer
薦	recommend	recommend	recommend
慶	jubilation	felicitation	jubilation
麗	lovely	of graceful beauty	lovely
熊	bear	bear	bear
能	ability	ability	ability
態	attitude	state	condition
寅	sign of the tiger	the tiger	
演	performance	perform	perform
辰	sign of the dragon	the dragon	
辱	embarrass	humiliate	embarrass
震	quake	quake	quake
振	shake	swing	shake
娠	with child	conceive	with child
唇	lips	lip	lips
農	agriculture	farming	farming
濃	concentrated	thick	concentrated
送	escort / send off	send	send
関	connection	concern, barrier	related
咲	blossom	bloom	blossom
鬼	ghost	devil	ghost
醜	ugly	ugly	ugly
魂	soul	soul	soul
魔	witch	demon	witch
魅	fascination	charm	fascination
塊	clod	lump	clod
襲	attack	raid	attack
嚇	menacing / upbraid	intimidate	menacing
朕	majestic plural	imperial we	majestic plural
雰	atmosphere	atmosphere	atmosphere
箇	item	counter for items	counters for things
錬	tempering	refine	tempering
遵	abide by	obey	abide by
罷	quit	dismiss	quit
屯	barracks	station troops	barracks
且	moreover	as well	moreover
藻	seaweed	algae	seaweed
隷	slave	underling	slave
癒	healing	heal	healing
丹	rust colored / cinnabar	cinnabar	cinnabar
潟	lagoon	lagoon	lagoon
丑	sign of the cow	the ox	
卯	sign of the hare	the hare	
巳	sign of the snake	the serpent	
此	this here		
柴	brushwood		
砦	fort		
些	whit		
髭	beard		
璃	crystal	glassy substance	glassy
禽	fowl		
檎	apple		
憐	sympathize with		
燐	phosphorus		
麟	camelopard		
鱗	scaled		
奄	encompassing		
庵	hermitage		
掩	shrouded		
俺	myself	I	I, we
悛	make amends		
駿	steed	fleet steed	
峻	steep	stern	
竣	complete a job		
臼	mortar		mortar
舅	father-in-law		
鼠	mouse		
鑿	bore		
毀	break		destroy
艘	small craft		
犀	rhinoceros		
皐	lunar month		
脊	spinal column		stature
畷	rice-field footpath		
綴	mend		
爾	let it be	that	
璽	imperial seal	imperial seal	emperor's seal
鎧	suit of armor		
凱	triumph		
妖	bewitched		bewitching
沃	irrigate		fertility
呑	quaff		
韮	leek		
籤	lottery		
懺	penitential		
芻	hay		
雛	chick		
趨	scurry		
尤	understandably		
稽	training		consider
厖	immense		
采	grab		form
或	a  (a certain)		
斬	chop off		kill by slicing
兎	rabbit		
也	est	classical copula	
尭	lofty	yao	
巴	comma-design	circular comma pattern	
甫	offspring	barely	
疋	critters		
菫	violet		
曼	mandala		
巾	towel		towel
云	quote	such	
卜	augury		
喬	heaven-high	tall	
莫	shalt		
倭	Yamato		
侠	chivalry		
倦	fed up		
佼	comely		
俄	abrupt		
佃	work a field		
伶	minstrel	musician	
仔	animal offspring		
仇	foe		
伽	look after		
僅	trifle		a wee bit
僻	biased		
儲	make a profit		
倖	bliss		
僑	emigrant		
侶	partner		companion
伎	performing artist		deed
侃	integrity		
倶	mate		
侭	as is		
佑	adjutant	help	
俣	fork in a road		
傭	hire		
偲	memorial		
脩	dried meat	dried meat	
倅	my son		
做	make do		
凄	nifty		uncanny
冴	sharp	crisp and clear	
凋	wilt		
凌	pull through		
冶	metallurgy		melting
凛	stately		
凧	kite		
凪	lull		
夙	earlybird		
鳳	phoenix		
劉	slaughter		
刹	moment		temple
剥	peel off		peel
剃	shave		
匂	aroma		scent
勾	flexed		capture
厭	despondent		
雁	wild goose		
贋	counterfeit		
厨	kitchen		
仄	insinuate		
哨	scout		
嘲	derision		ridicule
咎	reprehend		
囁	whisper		
喋	chatter		
咽	windpipe		throat
嘩	quarrel		
噂	gossip		
咳	cough		
喧	clamor		
喉	throat		throat
唾	saliva		saliva
叩	bash		
嘘	fib		
啄	peck at		
呪	curse		charm
吠	barking		
吊	dangle		
噛	chew		
叶	within my ability		
吻	sides of the mouth		
吃	stammer		
噺	spin a tale		
噌	miso		
唄	pop song		songs with samisen
叱	scold	scold	scold
邑	city walls		
呆	dumbfounded		
喰	ingest		
埴	clay		
坤	authochthonous		
堆	piled high		piled high
壕	dugout		
垢	blemish		
坦	flat		
埠	wharf		
填	stuff up		fill in
堰	dam		
堵	railing		
嬰	suckling infant		
姦	violate		
妬	jealous		jealousy
婢	handmaiden		
婉	well finished		
娼	harlot		
妓	courtesan		
娃	fair		
姪	niece		
嫉	envy		envy
嬬	mistress		
姥	aged woman		
姑	mother-in-law		
姐	young miss		
嬉	overjoyed	glad	
孕	expecting		
孜	assiduous		
宥	soothe		
寓	imply		
宏	extensive	grand	
牢	jail		
塞	block up		obstruct
宋	Sung dynasty		
宍	venison		
屠	butchering		
屁	fart		
屑	rubbish		
尻	buttocks	buttocks	buttocks
屡	frequently		
屍	corpse		
屏	folding screen		
嵩	high-reaching	bulk	
崚	rugged mountains		
峨	high mountain		
崖	bluffs		cliff
嶺	mountaintop	ridge	
嵌	fit into		
嵯	rocky		
帖	quire		
幡	banner		
幟	pennant		
庖	cleaver		
廓	licensed quarters		
庇	overhang		
鷹	hawk	hawk	
庄	shire	feudal village	
廟	tomb sanctuary		
彊	strengthen		
弥	more and more	phonetic (mi)	all the more
弛	loosen		
粥	rice gruel		
挽	lathe		
撞	bump into		
扮	disguise		
掠	pillage		
挨	shove		push open
掴	clutch		
捺	impress		
捻	wrenching		twist
掻	scratch		
撰	assortment		
拭	wipe		wipe
揃	muster	make uniform	
捌	deal with		
撹	churn up		
摺	rubbing		
按	press down on		
捉	nab		capture
拶	imminent		be imminent
播	disseminate		
揖	interpretation		
托	receptable		
捧	dedicate		
撚	twirl		
挺	counter for tools		
擾	commotion		
捗	make headway		make progress
撫	petting		
撒	sprinkle		
擢	outstanding		
捷	spoils		
抉	gouge out		
怯	wince		
惟	ponder	mediate	
惚	infatuation		
怜	quickwitted	clever	
惇	considerate	sincere	
憧	yearn		desire
恰	as if		
恢	enlarge		
悌	respect for elders	brotherly love	
湧	bubble up		boil
澪	canal		
洸	glistening	vast	
滉	bounding main		
漱	gargle		
洲	continent		
洵	swirling waters	truly	
滲	seep		
洒	rinse		
沐	douse		
泪	teardrops		
渾	gushing		
沙	grains of sand	sand	sand
涜	blaspheme		
淫	lewd		lewdness
梁	roofbeam		
澱	sediment		
氾	widespread		spread out
洛	old Kyoto		
汝	thou		
漉	filter		
瀕	on the verge of		
濠	moat		
溌	spray		
溺	drowning		drown
湊	port		
淋	solitude		
浩	abounding	vast	
汀	water’s edge		
鴻	large goose		
潅	souse		
溢	brimming		
汰	cleanse		luxury
湛	inundate		
淳	immaculate	purehearted	
潰	defile		crush
渥	moisten	gracious	
灘	rough seas		
汲	draw water		
瀞	river pool		
溜	cumulation		
渕	abyss		
沌	chaos		
汎	pan-		pan-
濾	strainer		
濡	drench		
淀	eddy		
涅	fabrication		
釜	cauldron		kettle
斧	hatchet		
爺	grandpa		
猾	sly		
猥	indecent		
狡	cunning		
狸	racoon dog		
狼	wolf		
狽	flustered		
狗	pup		
狐	fox		
狛	a-un		
狙	aim at		aim at
獅	lion		
狒	baboon		
莨	tobacco		
茉	jasmine	jasmine	
莉	hawthorn	jasmine	
苺	strawberry		
萩	bush clover	hagi	
藝	technique (old)		
薙	trim		
蓑	straw raincoat		
萎	numb		wither
苔	moss		
蕩	prodigal		
蔽	cover over		cover
蔓	tendril		
蓮	lotus		
芙	lotus flower	lotus	
蓉	lotus blossom	cotton rose	
蘭	orchid	orchid	
芦	hollow reed		
薯	yam		
菖	iris		
蕉	banana		
芯	wick		wick
蕎	buckwheat		
蕗	butterbur	butterbur	
藍	indigo	indigo	indigo
茄	eggplant		
苛	bullying		torment
蔭	behind the scenes		
蓬	wormwood		
芥	mustard		
萌	germinate	germinate	
葡	grape		
萄	grape vine		
蘇	resurrect		
蕃	grow wild		
苓	cocklebur		
菰	rush mat		
蒙	darken		
茅	grassy reed		
芭	plantain		
苅	mow		
蓋	lid		cover
葱	onion		
蔑	revile		ignore
葵	hollyhock	mallow	
葺	shingling		
蕊	stamen		
茸	mushroom		
蒔	sowing		
芹	parsley		
苫	thatching		
葛	kudzu		arrowroot
蒼	pale blue		
藁	straw		
蕪	turnip		
藷	sweet potato		
薮	quack		
蒜	garlic		
蕨	bracken		
蔚	grow plentiful		
茜	madder red	madder	
莞	candle rush		
蒐	collector		
菅	sedge		
葦	ditch reed		
迪	Way	edify	
辿	track down		
這	crawl		
迂	detour		
遁	elude		
逢	tryst		
遥	far off	far	
遼	remote	faraway	
逼	pressing		
迄	until	up to	
遜	modest		humble
逗	standstill		
郁	cultured	aromatic	
鄭	courtesy		
隙	chink		fissure
隈	nook		
憑	possessed		
惹	attract		
悉	without exception		
忽	instantaneously		
惣	firstborn son	general	
愈	in the nick of time		
恕	sensitive		
昴	overarching		
晋	progress	jin dynasty	
曖	equivocal		not clear
晟	aglow		
暈	halo		
暉	glitter		
旱	dry weather		
晏	clear skies		
晨	morrow		
晒	bleaching		
昧	obscure		foolish
晃	limpid	dazzling	
曝	air out		
曙	dawn		
昂	elevate	high	
旺	effulgent		flourishing
昏	dusk		
晦	last day of the month		
腎	kidney		kidney
股	thigh		crotch
膿	pus		
腑	viscera		
胱	bladder		
胚	embryo		
肛	anus	anus	
臆	cowardice		timidity
膝	knee		knee
脆	fragile		
肋	rib		
肘	elbow		elbow
腔	body cavity		
腺	gland	gland	gland
腫	tumour		tumor
膳	dining tray		tray
肱	armrest		
胡	uncivilized		
楓	maple tree	maple	
枕	pillow		pillow
楊	purple willow		
椋	Oriental elm		
榛	hazel		
櫛	comb		
槌	wooden hammer		
樵	mallet		
梯	ladder		
椅	chair		chair
柿	persimmon		persimmon
柑	citrus tree		
桁	girder		beam
杭	picket		
柊	holly		
柚	citron		
椀	wooden bowl		
栂	hemlock		
柾	spindle tree		
榊	sacred Shinto tree		
樫	evergreen oak		
槙	Chinese black pine	podocarpus	
楢	Japanese oak		
橘	mandarin orange	mandarin	
桧	Japanese cypress		
棲	roost		
栖	nestle		
梗	spiny		close up
桔	bellflower		
杜	temple grove		
杷	grain rake		
梶	oar		
杵	wooden pestle		
杖	cane		
椎	sweet oak		oak
樽	barrel		
柵	palisade		fence
櫓	turret		
橿	sturdy oak		
杓	wooden ladle		
李	damson	plum	
棉	raw cotton		
楯	escutcheon		
榎	hackberry		
樺	birch		
槍	lance		
柘	wild mulberry		
梱	bale		
枇	loquat		
樋	downspout		
橇	sled		
槃	enjoyment		
栞	bookmark		
椰	coconut tree		
檀	sandalwood		
樗	plotosid		
槻	zelkova		
椙	cryptomeria		
彬	copious	refined and gentle	
桶	bucket		
楕	ellipse		
樒	star-anise		
毬	furball		
燿	twinkle		
燎	watchfire		
炬	torch		
焚	kindle		
灸	moxa		
燭	candlelight		
煽	fanning		
煤	soot		
煉	firing		
燦	dazzling		
灼	refulgent		
烙	branding		
焔	flames		
熔	fuse metal		
煎	roast		broil
烹	stew		
牽	tug		
牝	female animal		
牡	male animal		
瑶	precious stone	exquisite	
琳	chime		
瑠	marine blue	lapis lazuli	lapis lazuli
斑	speckled		blemish
琉	lapis lazuli		
弄	tinker with		tamper with
瑳	burnish		
琢	hone	polish	
珊	coral		
瑚	coral reef		
瑞	fortunate	auspicious omen	
珪	silicon		
玖	jet		
瑛	crystal stone	transparent gem	
玩	toy		trifle with
玲	tinkling	tinkling of jades	
畏	apprehensive		fear
畢	lastly		
畦	paddy-field ridge		
痒	itch		
痰	phlegm		
疹	measles		
痔	hemorrhoids		
癌	cancer		
痩	lose weight		get thin
痕	scar		mark
痺	paralysis		
眸	apple of the eye	eye	
眩	dizzy		
瞭	obvious		clear
眉	eyebrow		eyebrow
雉	pheasant		
矩	carpenter’s square	rule	
磐	crag		
碇	grapnel		
碧	blue-green	deep blue	
硯	inkstone		
砥	grindstone		
碗	teacup		
碍	obstacle		
碩	illustrious		
磯	rocky beach	rocky beach	
砺	whetstone		
碓	mill		
禦	fend off		
祷	beseech		
祐	ancestral tablet	divine help	
祇	local god		
祢	ancestral shrine		
禄	salarium	retainer’s stipend	
禎	felicitation	propitious omen	
秤	balancing scales		
黍	millet		
禿	bald		
稔	bear fruit	ripen	
稗	crabgrass		
穣	bumper crop	yielding abundantly	
稜	imperial authority		
稀	sparse		
穆	obeisant		
窺	peep		
窄	tight		
窟	cavern		cavern
穿	drill		
竃	kitchen stove		
竪	longness		
颯	rustling		
站	outpost		
靖	repose	pacify	
妾	concubine		
衿	lapel		
裾	hem		cuff
袷	lined kimono		
袴	pleated skirt		
襖	sliding door		
笙	Chinese panpipe		
筏	raft		
簾	bamboo blinds		
箪	rattan box		
竿	pole		
箆	spatula		
箔	foil		
笥	wardrobe		
箭	arrow shaft		
筑	ancient harp		
篭	cage		
篠	slender bamboo		
箸	chopsticks		chopsticks
纂	redaction		
竺	bamboo cane		
箕	winnowing fan		
笈	backpack		
篇	livraison		
筈	should		
簸	winnow		
粕	settlings		
糟	lees		
糊	paste		
籾	unhulled rice		
糠	rice bran		
糞	excrement		
粟	foxtail millet		
繋	link up		
綸	twine		
絨	carpet yarn		
絆	ties		
緋	scarlet	scarlet	
綜	synthesis		
紐	string		
紘	chinstrap	wide-ranging	
纏	summarize		
絢	gorgeous	gorgeous	
繍	embroidery		
紬	pongee		
綺	ornate		
綾	damask	twill	
絃	catgut		
綻	come apart at the seams		rip
縞	stripe		
綬	gimp		
紗	gossamer	gauze	
舵	rudder		
舷	gunwale		gunwale
聯	strung together		
聡	attentive	sharp-witted	
聘	summons		
耽	addiction		
耶	exclamation	interrogative particle	
蚤	flea		
蟹	crab		
蛋	protein		
蟄	hibernation		
蝿	housefly		
蟻	ant		
蜂	bee		bee
蝋	wax		
蝦	shrimp		
蛸	octopus		
螺	screw		
蝉	cicada		
蛙	frog		
蛾	moth		
蛤	clam		
蛭	leech		
蛎	oyster		
罫	ruled lines		
罵	insult		insult
袈	stole		
裟	monk’s sash		
戴	accept humbly	receive humbly	be crowned with
截	incision		
哉	I wonder	exclamatory particle	
詢	counsel		
諄	polite		
讐	vendetta		
諌	remonstrate		
謎	riddle		riddle
諒	verify	understand	
讃	compliment		
誰	who?	who	who (question word)
訊	query		
訣	split up		
詣	visit a shrine		visit a temple
諦	give up		abandon
詮	elucidate		discussion
詑	prevarication		
誼	familiarity		
謬	fallible		
詫	beg pardon		
諏	advise		
諺	proverb		
誹	slander		
謂	so-called		
諜	secret agent		
註	footnote		
譬	parable		
轟	rumble		
輔	reinforce	assist	
輻	spoke		
輯	assemble		
貌	countenance		appearance
豹	panther		
賎	despicable		
貼	affix		paste
貰	get		
賂	graft		bribe
賑	bustling		
躓	stumble		
蹄	hoof		
蹴	kick		kick
蹟	vestiges		
跨	straddle		
跪	kneel		
醤	soy sauce		
醍	whey		
酎	hooch		sake
醐	ghee		
醒	awakening		be disillusioned
醇	strong sake		
麺	noodles		noodles
麹	malt		
釦	button		
銚	keg		
鋤	plow		
鍋	pot	pot	pot
鏑	arrowhead		
鋸	hand saw		
錐	awl		
鍵	key	key	key
鍬	hoe		
鋲	rivet		
錫	tin		
錨	anchor		
釘	nail		
鑓	javelin		
鋒	sword’s point		
鎚	hammer		
鉦	carillion		
錆	rust		
鍾	cluster		
鋏	scissors		
閃	flash		
悶	agony		
閤	side gate		
闇	pitch dark		darkness
雫	trickle		
霞	haze	mist	
翰	quill		
斡	auspices		
鞍	saddle		
鞭	whip		
鞘	saddle straps		
鞄	briefcase		
靭	pliable		
鞠	terminate		
頓	immediate		suddenly
顛	overturn		
穎	brush tip		
頃	about that time	time, about	times
頬	cheek		cheek
頗	exceedingly		
頌	accolade	eulogize	
顎	chin		jaw
頚	neck and throat		
餌	feed		bait
餐	repast		
饗	feast		
蝕	eclipse		
飴	sweets		
餅	mochi		mochi rice cake
駕	stretcher		
騨	piebald		
馳	rush		
騙	cheat		
馴	tame		
駁	rebuttal		
駈	gallop		
驢	donkey		
鰻	eel		
鯛	sea bream	tai	
鰯	sardine		
鱒	trout		
鮭	salmon		
鮪	tuna		
鮎	sweet smelt	ayu	
鯵	horse mackerel		
鱈	cod		
鯖	mackerel		
鮫	shark		
鰹	bonito		
鰍	bullhead		
鰐	alligator		
鮒	crucian		
鮨	sushi		
鰭	fish fin		
鴎	seagull		
鵬	roc		
鸚	parakeet		
鵡	parrot		
鵜	cormorant		
鷺	heron		
鷲	eagle		
鴨	wild duck		
鳶	kite falcon		
梟	owl		
塵	dust		
麓	foot of a mountain		foot of a mountain
麒	giraffe		
冥	hades		dark
瞑	close the eyes		
暝	murky		
坐	sitting in meditation		
挫	sprain		sprain
朔	first day of the month		
遡	go upstream		go upstream
曳	drag		
洩	dribble out		
彗	comet		
慧	astute	intelligent	
嘉	applaud	happy	
兇	evil		
兜	helmet		
爽	bracing		refreshing
欝	depressed		
劫	kalpa		
勃	erection		rise
歎	bemoan		
輿	palanquin		
巽	southeast		
歪	warped		
翠	jade green	jade green	
黛	blue-black		
鼎	tripod		
鹵	rocksalt		
鹸	lye		
虔	reserved		
燕	swallow		
嘗	lick		
殆	almost		
孟	start	mencius	
牌	mahjong tiles		
骸	remains		dead remains
覗	peek		
彪	mottled		
秦	Manchu dynasty		
雀	sparrow	sparrow, mahjong	
隼	peregrine falcon	falcon	
耀	shimmering		
夷	ebisu		
戚	relatives		grieve
嚢	cyst		
丼	domburi		bowl of food
暢	carefree	fluent	
廻	circling		
畿	capital suburbs		capital
欣	elation	joyful	
毅	stalwart	resolute	
斯	this		
匙	wooden spoon		
匡	set straight	rectify	
肇	founding	originate	
麿	Utamaro	classical male name suffix	
叢	conglomerate		
肴	entreat		
斐	symmetrically patterned	phonetic (i)	
卿	magistrate		
翫	fiddle with		
於	within		
套	hackneyed		
叛	rebellion		
尖	sharp point		
壷	crock		
叡	sapience		
酋	chieftain		
鴬	nightingale		
赫	incandescent		
臥	supinate		
甥	nephew		
瓢	gourd		
琵	biwa		
琶	lute		
叉	forked		
舜	rose of Sharon		
畠	dry field		
拳	fist		fist
圃	vegetable patch		
丞	helping hand	aide	
亮	translucent	lucid	
胤	blood relative	progeny	
疏	transcription		
膏	ointment		
魁	pioneer		
馨	ambrosial	perfume	
牒	label		
瞥	glimpse		
阜	large hill		mound
睾	testicle		
巫	sorceress		
敦	empathetic	honest	
奎	Andromeda		
翔	soar	soar	
皓	beaming	bright white	
黎	tenebrous		
赳	bold	valiant	
已	stop short		
棘	thornbush		
聚	crowd		
甦	resuscitate		
剪	pruning		
躾	upbringing		
夥	plentiful		
鼾	snore		
祟	cast a spell		
粁	kilometer		
糎	centimeter		
粍	millimeter		
噸	ton		
哩	mile		
浬	nautical mile		
吋	inch		
呎	feet		
梵	brahman		
陀	Shakyamuni Buddha		
薩	bodhisattva		
菩	bo tree		
唖	babble		
迦	Sanskrit ka		
那	interrogative	phonetic (na)	what
牟	moo		
珈	jeweled hairpin		
琲	beaded hairpin		
檜	Japanese cypress (old)		
轡	bridle’s bit		
淵	abyss (old)		
伍	V	rank	
什	X		
萬	ten thousand (old)		
邁	pass through		
逞	tough		
燈	lamp (old)		
裡	back (old)		
薗	park (alternate)		
鋪	shop (alternate)		
嶋	island (alternate)		
峯	summit (alternate)		
巌	boulder (old)	crag	
埜	plains (old)		
舘	Bldg. (old)		
龍	dragon (old)	dragon	
寵	patronage		
聾	deafness		
慾	longing (old)		
亙	span (old)		
躯	body (old)		
嶽	Point (old)		
國	country (old)		
脛	shin		
勁	formidable		
箋	stationary (sic)		paper
祀	enshrine		
祓	exorcism		
躇	dither		
壽	longevity (old)		
躊	hesitate		
彙	glossary		same kind
饅	bean jam		
嘔	retch		
鼈	snapping turtle		
亨	go smoothly	go smoothly	
侑	condone	urge to eat	
梧	parasol tree		
欽	circumspect	revere	
煕	cheer		
而	and then		
掟	mandate		
嗅	sniff		smell
喩	metaphor		metaphor
訃	obituary		obituary
楷	block letters		square character style
諧	orderliness		harmony
錮	weld		tie up
恣	selfish		selfish
惧	disquieting		dread
憬	hanker		long for
拉	yank		crush
傲	arrogance		be proud
踪	trail		remains
緻	fine		fine (not coarse)
璧	holed gem		sphere
摯	clasp		seriousness
貪	covet		covet
慄	shudder		fear
辣	bitter		bitter
瘍	carbuncle		boil (medical)
哺	suckle		suckle
籠	basket	basket	basket
羞	humiliate		feel ashamed
鬱	gloom		gloom
